Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Total_Internet_Services,Churn,Churn_status,Avg_Revenue_Per_Month,Refund_Ratio,Tenure_Group
Female,67,1,0,Tecate,91980,32.587557,-116.636816,6,69,Unknown,1,34.55,0,1,Fiber Optic,19.0,Yes,Yes,No,No,No,Yes,No,Yes,One Year,No,Credit Card,87.3,6055.55,0.0,0,2383.95,8439.5,4,0.0,0,122.31159420289855,0.0,4-6y
Female,25,1,0,Castella,96017,41.121108,-122.336613,1,42,Unknown,1,6.84,1,1,Fiber Optic,27.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,4186.3,0.0,0,287.28,4473.58,4,1.0,1,106.51380952380953,0.0,2-4y
Female,44,0,0,Scott Bar,96085,41.737962,-123.07557,0,33,Unknown,1,16.57,1,1,Fiber Optic,30.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.0,3320.6,0.0,0,546.81,3867.41,5,0.0,0,117.19424242424242,0.0,2-4y
Male,44,0,0,North Hills,91343,34.238802,-118.482296,0,1,Offer E,1,15.76,0,1,DSL,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.9,44.9,0.0,0,15.76,60.66,1,,0,60.66,0.0,0-6m
Male,50,1,1,Navarro,95463,39.182916,-123.552571,2,59,Unknown,1,41.19,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,19.85,1188.25,0.0,0,2430.21,3618.46,0,0.0,0,61.32983050847458,0.0,4-6y
Male,50,0,0,Salinas,93906,36.722898,-121.633648,0,2,Offer E,1,40.25,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,24.85,62.0,0.0,0,80.5,142.5,0,,0,71.25,0.0,0-6m
Female,24,0,0,Pilot Hill,95664,38.803731,-121.043799,0,4,Offer E,1,19.84,0,1,Fiber Optic,73.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,82.85,319.6,0.0,0,79.36,398.96,4,0.0,0,99.74,0.0,0-6m
Female,39,1,0,Castella,96017,41.121108,-122.336613,1,31,Unknown,1,38.67,1,1,Cable,13.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,91.15,2995.45,0.0,0,1198.77,4194.22,3,1.0,1,135.29741935483872,0.0,2-4y
Female,63,1,0,Roseville,95661,38.736685,-121.251984,6,61,Offer B,1,18.03,1,1,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.3,6518.35,0.0,0,1099.83,7618.18,6,0.0,0,124.88819672131147,0.0,4-6y
Male,32,0,0,Santa Cruz,95065,37.031404,-121.981865,0,42,Unknown,1,48.41,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,19.55,839.4,12.16,0,2033.22,2860.46,0,0.0,0,68.10619047619048,0.004251064514099131,2-4y
Female,46,0,0,Lake Elsinore,92530,33.655421,-117.391751,0,13,Unknown,0,0.0,0,1,Cable,16.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31.05,347.25,0.0,0,0.0,347.25,2,1.0,1,26.71153846153846,0.0,1-2y
Male,69,0,0,Armona,93202,36.315979,-119.710852,0,1,Offer E,1,28.67,0,1,DSL,4.0,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,44.0,44.0,0.0,0,28.67,72.67,1,,0,72.67,0.0,0-6m
Male,25,0,0,Walnut,91789,34.018354,-117.85492,0,5,Unknown,0,0.0,0,1,Cable,59.0,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,40.0,223.45,0.0,0,0.0,223.45,5,1.0,1,44.69,0.0,0-6m
Female,21,1,3,Los Angeles,90042,34.11572,-118.192754,10,71,Offer A,1,48.76,0,1,Cable,71.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,77.55,5574.35,0.0,0,3461.96,9036.31,6,0.0,0,127.2719718309859,0.0,4-6y
Male,26,0,0,Calabasas,91302,34.130861,-118.68346,0,27,Unknown,1,34.98,0,1,Fiber Optic,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.05,1793.25,22.72,0,944.46,2714.99,1,0.0,0,100.55518518518518,0.00836835494790036,2-4y
Male,60,1,2,Dunsmuir,96025,41.212695,-122.392067,8,57,Unknown,1,29.64,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,20.75,1123.15,0.0,0,1689.48,2812.63,0,0.0,0,49.344385964912284,0.0,4-6y
Male,51,0,0,Sacramento,95829,38.486502,-121.334051,0,37,Unknown,0,0.0,0,1,DSL,25.0,No,No,No,No,Yes,No,No,No,Two Year,No,Credit Card,35.8,1316.9,0.0,100,0.0,1416.9,1,0.0,0,38.2945945945946,0.0,2-4y
Male,45,0,0,Olancha,93549,36.296851,-117.865469,0,41,Offer B,1,1.08,0,1,Fiber Optic,6.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.25,3089.1,0.0,0,44.28,3133.38,2,0.0,0,76.42390243902439,0.0,2-4y
Female,26,1,0,San Diego,92117,32.825086,-117.199424,7,26,Unknown,1,11.23,0,1,Cable,48.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,81.9,2078.55,44.86,0,291.98,2325.67,7,0.0,0,89.44884615384616,0.019289065086620198,2-4y
Female,20,1,2,Winterhaven,92283,32.852947,-114.850784,0,10,Offer D,1,6.5,1,1,Fiber Optic,76.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,85.95,858.6,0.0,0,65.0,923.6,3,0.0,0,92.36,0.0,6-12m
Male,21,1,1,West Covina,91792,34.024405,-117.898722,6,31,Unknown,1,30.67,1,1,DSL,59.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,59.7,1825.5,0.0,0,950.77,2776.27,3,0.0,0,89.55709677419355,0.0,2-4y
Male,34,1,0,Pilot Hill,95664,38.803731,-121.043799,9,10,Offer D,1,21.85,0,1,DSL,9.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.95,568.85,0.0,0,218.5,787.35,3,0.0,0,78.735,0.0,6-12m
Male,27,1,0,Guatay,91931,32.857946,-116.561917,6,14,Unknown,1,4.05,0,1,DSL,59.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.2,668.85,0.0,0,56.7,725.55,2,0.0,0,51.824999999999996,0.0,1-2y
Male,34,0,2,Foresthill,95631,39.031876,-120.811141,0,9,Offer E,1,45.83,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.4,184.1,0.0,0,412.47,596.57,0,0.0,0,66.28555555555556,0.0,6-12m
Female,65,1,0,Salinas,93908,36.624338,-121.615669,5,72,Offer A,1,8.68,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,24.3,1778.7,0.0,0,624.96,2403.66,0,0.0,0,33.384166666666665,0.0,4-6y
Female,55,0,0,Covina,91722,34.097345,-117.906736,0,42,Unknown,1,39.32,0,1,Cable,20.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,67.7,2882.25,0.0,0,1651.44,4533.69,6,0.0,0,107.945,0.0,2-4y
Female,35,1,0,Avalon,90704,33.391181,-118.421305,3,2,Offer E,1,5.42,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.35,41.85,0.0,0,10.84,52.69,0,,0,26.345,0.0,0-6m
Male,69,0,0,San Diego,92109,32.787836,-117.232376,0,25,Unknown,1,18.46,1,1,Fiber Optic,3.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,2196.15,0.0,0,461.5,2657.65,3,1.0,1,106.306,0.0,2-4y
Female,29,0,0,Bakersfield,93301,35.383937,-119.020428,0,5,Unknown,1,48.49,1,1,Fiber Optic,85.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.0,424.75,0.0,0,242.45,667.2,2,0.0,0,133.44,0.0,0-6m
Male,62,0,0,Sacramento,95823,38.475465,-121.443625,0,1,Offer E,1,23.96,0,1,Fiber Optic,22.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,78.95,0.0,0,23.96,102.91,2,1.0,1,102.91,0.0,0-6m
Male,30,0,0,Greenwood,95635,38.921333,-120.897718,0,5,Unknown,0,0.0,0,1,Cable,59.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,43.25,219.0,0.0,0,0.0,219.0,5,1.0,1,43.8,0.0,0-6m
Female,27,1,2,Elmira,95625,38.349195,-121.902943,9,46,Unknown,0,0.0,0,1,DSL,52.0,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35.05,1620.25,0.0,0,0.0,1620.25,4,0.0,0,35.22282608695652,0.0,2-4y
Female,44,0,0,Rancho Santa Fe,92067,33.012751,-117.200617,0,57,Unknown,0,0.0,0,1,DSL,24.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,41.1,2258.25,0.0,0,0.0,2258.25,4,0.0,0,39.61842105263158,0.0,4-6y
Male,79,0,0,Garden Grove,92845,33.782955,-118.026456,0,21,Unknown,1,23.23,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,20.5,429.55,0.0,0,487.83,917.38,0,0.0,0,43.684761904761906,0.0,1-2y
Male,64,0,0,Hopland,95449,38.93706,-123.118111,0,4,Offer E,1,3.69,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,25.25,101.9,0.0,0,14.76,116.66,0,0.0,0,29.165,0.0,0-6m
Female,29,1,0,Sun City,92587,33.69887,-117.25071,7,65,Offer B,1,48.66,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,19.35,1319.95,0.0,0,3162.9,4482.85,0,0.0,0,68.96692307692308,0.0,4-6y
Male,49,1,3,Camino,95709,38.748316,-120.675512,2,19,Offer D,1,32.47,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,19.9,357.7,0.0,0,616.93,974.63,0,0.0,0,51.29631578947368,0.0,1-2y
Male,56,0,0,Ahwahnee,93601,37.375816,-119.739935,0,1,Unknown,1,13.51,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.05,20.05,0.0,0,13.51,33.56,0,,0,33.56,0.0,0-6m
Male,80,1,0,Montebello,90640,34.015217,-118.109962,1,51,Offer B,1,22.14,1,1,Fiber Optic,30.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4750.95,0.0,0,1129.14,5880.09,4,1.0,1,115.29588235294118,0.0,4-6y
Male,38,1,0,Yorba Linda,92887,33.884073,-117.732197,1,72,Unknown,1,13.72,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,24.8,1874.3,16.26,0,987.84,2845.88,0,0.0,0,39.52611111111111,0.005713522706509059,4-6y
Female,38,1,2,Orange,92867,33.81859,-117.821288,1,70,Offer A,1,48.44,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,19.8,1378.75,0.0,0,3390.8,4769.55,0,0.0,0,68.13642857142857,0.0,4-6y
Female,56,1,0,Rancho Santa Fe,92091,32.99356,-117.207121,7,28,Unknown,1,33.09,0,1,Fiber Optic,19.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.9,2433.5,0.0,0,926.52,3360.02,5,0.0,0,120.00071428571428,0.0,2-4y
Male,70,1,0,Applegate,95703,38.983388,-120.988814,7,71,Unknown,1,36.6,1,1,Fiber Optic,10.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,92.0,6585.2,0.0,0,2598.6,9183.8,5,0.0,0,129.34929577464789,0.0,4-6y
Male,28,1,0,Fullerton,92832,33.868316,-117.929029,1,5,Unknown,1,5.2,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,20.1,85.1,0.0,0,26.0,111.1,0,0.0,0,22.22,0.0,0-6m
Female,61,0,0,Elmira,95625,38.349195,-121.902943,0,4,Unknown,1,27.57,0,1,Fiber Optic,27.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.0,303.15,0.0,0,110.28,413.43,2,1.0,1,103.3575,0.0,0-6m
Male,73,1,0,Honeydew,95545,40.342928,-124.063329,5,69,Unknown,1,49.91,1,1,Fiber Optic,13.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.35,6382.0,0.0,0,3443.79,9825.79,5,0.0,0,142.40275362318843,0.0,4-6y
Female,33,1,3,Laton,93242,36.444232,-119.718285,5,57,Offer B,1,42.14,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,19.5,1167.6,19.89,0,2401.98,3549.69,0,0.0,0,62.275263157894734,0.005603306204203747,4-6y
Female,53,0,0,San Leandro,94577,37.717196,-122.159338,0,68,Unknown,0,0.0,0,1,Cable,13.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,44.95,3085.35,0.0,0,0.0,3085.35,5,0.0,0,45.37279411764706,0.0,4-6y
Male,55,0,0,San Jose,95128,37.316146,-121.936285,0,1,Unknown,1,38.21,0,1,Cable,13.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.8,49.8,0.0,0,38.21,88.01,2,,0,88.01,0.0,0-6m
Female,80,1,1,Berry Creek,95916,39.657228,-121.37778,7,71,Unknown,1,48.59,1,1,DSL,15.0,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.2,4982.5,0.0,0,3449.89,8432.39,4,0.0,0,118.76605633802816,0.0,4-6y
Male,41,0,0,Gridley,95948,39.346898,-121.759537,0,44,Unknown,1,42.92,0,1,Fiber Optic,23.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.55,4398.15,0.0,0,1888.48,6286.63,6,1.0,1,142.87795454545454,0.0,2-4y
Female,37,1,0,Whittier,90603,33.945318,-117.992066,10,27,Unknown,1,20.96,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Credit Card,20.55,583.3,0.0,0,565.92,1149.22,0,0.0,0,42.5637037037037,0.0,2-4y
Male,21,1,0,Hayward,94545,37.62984,-122.120843,6,71,Offer A,1,28.02,0,1,DSL,27.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.1,5564.85,0.0,0,1989.42,7554.27,7,0.0,0,106.39816901408452,0.0,4-6y
Female,44,1,0,Los Angeles,90066,34.002028,-118.430656,2,63,Offer B,1,1.43,1,1,Fiber Optic,16.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.65,6311.2,0.0,0,90.09,6401.29,5,0.0,0,101.60777777777778,0.0,4-6y
Female,20,0,0,Los Angeles,90032,34.078821,-118.177576,0,17,Unknown,1,40.55,0,1,Cable,41.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,64.7,1093.1,0.0,0,689.35,1782.45,4,1.0,1,104.85000000000001,0.0,1-2y
Male,40,1,0,Compton,90222,33.912246,-118.236773,8,72,Unknown,1,4.15,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,25.4,1797.1,0.0,0,298.8,2095.9,0,0.0,0,29.109722222222224,0.0,4-6y
Female,40,0,0,Seeley,92273,32.790282,-115.689559,0,9,Unknown,1,41.92,0,1,Cable,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.2,403.35,0.0,0,377.28,780.63,1,1.0,1,86.73666666666666,0.0,6-12m
Male,76,1,0,Indio,92203,33.752938,-116.230055,7,1,Unknown,1,17.84,1,1,Fiber Optic,20.0,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,74.3,74.3,0.0,0,17.84,92.14,1,,0,92.14,0.0,0-6m
Female,77,1,0,San Jose,95136,37.270938,-121.851046,1,1,Offer E,1,13.02,1,1,Fiber Optic,30.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,90.6,0.0,0,13.02,103.62,3,1.0,1,103.62,0.0,0-6m
Female,65,1,0,West Covina,91791,34.061634,-117.893169,10,65,Offer B,1,36.49,0,1,Fiber Optic,9.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,105.85,6725.5,0.0,0,2371.85,9097.35,7,0.0,0,139.95923076923077,0.0,4-6y
Female,36,1,0,Burson,95225,38.183918,-120.898817,0,52,Offer B,1,4.22,0,1,DSL,18.0,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Mailed Check,64.3,3410.6,0.0,0,219.44,3630.04,4,0.0,0,69.80846153846154,0.0,4-6y
Female,28,0,0,River Pines,95675,38.545775,-120.743325,0,9,Unknown,1,13.05,0,1,Fiber Optic,73.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,708.2,0.0,0,117.45,825.65,2,0.0,0,91.73888888888888,0.0,6-12m
Male,78,0,0,Los Angeles,90022,34.02381,-118.156582,0,1,Unknown,0,0.0,0,1,DSL,8.0,No,No,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,39.65,39.65,0.0,20,0.0,59.65,2,1.0,1,59.65,0.0,0-6m
Male,38,1,1,Pico Rivera,90660,33.989524,-118.089299,10,21,Unknown,1,18.0,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,19.8,350.1,0.0,0,378.0,728.1,0,0.0,0,34.67142857142857,0.0,1-2y
Male,23,1,2,Healdsburg,95448,38.618347,-122.908422,5,63,Unknown,1,28.92,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,24.65,1574.5,0.0,0,1821.96,3396.46,0,0.0,0,53.912063492063496,0.0,4-6y
Female,53,0,0,San Diego,92109,32.787836,-117.232376,0,6,Unknown,1,1.15,1,1,Fiber Optic,3.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,521.3,0.0,0,6.9,528.2,3,1.0,1,88.03333333333335,0.0,0-6m
Female,42,0,0,Dixon,95620,38.392821,-121.799917,0,25,Offer C,1,6.0,0,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Credit Card,19.2,532.1,0.0,0,150.0,682.1,0,0.0,0,27.284000000000002,0.0,2-4y
Female,64,0,0,Yountville,94599,38.421458,-122.365048,0,66,Offer A,0,0.0,0,1,DSL,29.0,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Mailed Check,47.4,3177.25,0.0,0,0.0,3177.25,4,0.0,0,48.140151515151516,0.0,4-6y
Male,50,0,0,Beaumont,92223,33.946982,-116.977672,0,44,Unknown,1,44.92,1,1,Fiber Optic,16.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.4,4063.0,0.0,0,1976.48,6039.48,4,0.0,0,137.26090909090908,0.0,2-4y
Male,62,0,0,Crescent Mills,95934,40.080342,-120.957805,0,60,Unknown,1,35.13,0,1,DSL,3.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,79.0,4801.1,0.0,0,2107.8,6908.9,7,0.0,0,115.14833333333333,0.0,4-6y
Female,34,0,0,Tarzana,91356,34.157137,-118.548511,0,18,Unknown,1,36.49,1,1,Fiber Optic,3.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,1776.95,0.0,0,656.82,2433.77,5,1.0,1,135.20944444444444,0.0,1-2y
Female,22,1,0,West Sacramento,95691,38.627951,-121.593287,9,60,Unknown,1,34.48,1,1,Fiber Optic,51.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,5985.75,0.0,0,2068.8,8054.55,5,0.0,0,134.2425,0.0,4-6y
Male,42,0,0,Sacramento,95815,38.608405,-121.449942,0,11,Unknown,1,30.91,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,23.15,245.2,0.0,0,340.01,585.21,0,1.0,1,53.20090909090909,0.0,6-12m
Male,46,0,0,Frazier Park,93225,34.827662,-118.999073,0,59,Unknown,1,9.7,0,1,DSL,6.0,No,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,61.35,3645.5,0.0,0,572.3,4217.8,4,0.0,0,71.48813559322035,0.0,4-6y
Male,58,0,0,San Jose,95127,37.375156,-121.795867,0,12,Unknown,1,44.78,0,1,DSL,12.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.05,593.05,29.32,0,537.36,1101.09,2,0.0,0,91.7575,0.02662815936935219,6-12m
Female,23,1,0,Glendora,91741,34.14649,-117.849815,1,8,Offer E,1,23.68,0,1,DSL,41.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,65.5,564.35,0.0,0,189.44,753.79,5,0.0,0,94.22375,0.0,6-12m
Female,35,0,0,Los Angeles,90048,34.072945,-118.37267,0,28,Offer C,0,0.0,0,1,DSL,14.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,29.75,790.7,0.0,0,0.0,790.7,2,0.0,0,28.239285714285717,0.0,2-4y
Female,56,0,1,Fallbrook,92028,33.362575,-117.299644,0,12,Unknown,1,17.85,1,1,Fiber Optic,19.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.05,966.55,0.0,0,214.2,1180.75,2,0.0,0,98.39583333333333,0.0,6-12m
Female,62,1,2,Philo,95466,39.094102,-123.500853,9,30,Unknown,1,24.56,1,1,Fiber Optic,18.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.5,3242.5,0.0,0,736.8,3979.3,7,0.0,0,132.64333333333335,0.0,2-4y
Male,65,0,0,Philo,95466,39.094102,-123.500853,0,12,Offer D,1,28.63,0,1,Cable,7.0,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,83.8,1029.75,44.58,80,343.56,1408.73,3,1.0,1,117.39416666666666,0.031645524692453485,6-12m
Female,44,0,0,Huntington Beach,92646,33.666301,-117.969501,0,2,Offer E,1,29.28,0,1,Cable,4.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,49.2,103.7,0.0,0,58.56,162.26,2,,0,81.13,0.0,0-6m
Male,25,0,0,Old Station,96071,40.656287,-121.428965,0,3,Offer E,1,22.77,0,1,DSL,51.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,55.15,159.15,0.0,0,68.31,227.46,3,1.0,1,75.82000000000001,0.0,0-6m
Female,59,0,0,Angels Camp,95222,38.071327,-120.632221,0,41,Offer B,0,0.0,0,1,Cable,21.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,40.35,1677.85,0.0,0,0.0,1677.85,4,0.0,0,40.923170731707316,0.0,2-4y
Female,36,1,3,Newbury Park,91320,34.172071,-118.946262,1,55,Offer B,1,1.44,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,25.65,1388.0,0.0,0,79.2,1467.2,0,0.0,0,26.676363636363636,0.0,4-6y
Male,66,0,0,Modesto,95356,37.716186,-121.025836,0,8,Unknown,1,5.02,1,1,Fiber Optic,26.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.25,585.95,0.0,0,40.16,626.11,2,1.0,1,78.26375,0.0,6-12m
Male,47,1,0,Sacramento,95827,38.549185,-121.328386,1,72,Unknown,1,3.07,1,1,Fiber Optic,23.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.4,7372.65,0.0,0,221.04,7593.69,6,1.0,1,105.46791666666667,0.0,4-6y
Female,53,1,3,San Francisco,94133,37.802071,-122.411004,0,30,Offer C,1,48.43,0,1,Fiber Optic,58.0,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,86.45,2538.05,0.0,0,1452.9,3990.95,4,0.0,0,133.03166666666667,0.0,2-4y
Male,61,1,4,Martinez,94553,38.014457,-122.115432,8,25,Offer C,1,19.56,1,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Bank Withdrawal,-8.0,546.85,0.0,0,489.0,1035.85,0,0.0,0,41.434,0.0,2-4y
Female,36,0,0,Coronado,92118,32.68674,-117.186612,0,1,Unknown,1,5.94,1,1,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.1,75.1,0.0,0,5.94,81.04,1,1.0,1,81.04,0.0,0-6m
Female,65,0,0,El Cerrito,94530,37.924838,-122.289145,0,46,Offer B,1,41.17,1,1,Fiber Optic,30.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.45,4863.85,36.78,0,1893.82,6720.89,6,0.0,0,146.1063043478261,0.005472489506598084,2-4y
Male,39,1,0,Walnut Creek,94598,37.916648,-122.008483,1,32,Offer C,1,33.57,1,1,Fiber Optic,26.0,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,-8.0,3204.65,35.82,110,1074.24,4353.07,4,1.0,1,136.0334375,0.008228675394606566,2-4y
